id_prov,parrent_id,type,,Период на принятие,Период на исполнение,Сезонность,Аварийная
1,3086,2306. 9091. Разъяснить способы и средства экономии тепловой энергии на жилом объекте,,24,72,Вне зависимости от сезона,
1,3086,2306. 9092. Разъяснить способы и средства экономии тепловой энергии на нежилом объекте,,24,72,Вне зависимости от сезона,
1,3086,2307. 9093. Разъяснить способы и средства экономии электрической энергии на нежилом объекте,,24,72,Вне зависимости от сезона,
1,3086,2307. 9094. Разъяснить способы и средства экономии электрической энергии на жилом объекте,,24,72,Вне зависимости от сезона,
1,3087,2308. 9096. Записаться на прием к главе,,72,120,Вне зависимости от сезона,
1,3087,2308. 9095. Записаться на прием к руководству Администрации,,72,120,Вне зависимости от сезона,
1,3087,2308. 9097. Записаться на прием к заместителю главы,,72,120,Вне зависимости от сезона,
1,3087,2309. 9098. Разъяснить порядок трудоустройства в организации энергетической отрасли,,24,48,Вне зависимости от сезона,
1,3088,2310. 9109. Очистить детскую площадку от мусора,,24,72,Вне зависимости от сезона,
1,3088,2310. 9108. Привлечь к ответственности за подтопление территории площадки,,72,192,Вне зависимости от сезона,
1,3088,"2310. 9104. Привлечь к ответственности за размещение транспортного средства, в том числе брошенного и (или) разукомплектованного, на детской",,72,192,Вне зависимости от сезона,
1,3088,2310. 9101. Устранить подтопление на детской площадке,,72,192,Вне зависимости от сезона,
1,3088,2310. 9105. Очистить от снега и наледи  территорию детской площадки,,24,72,Вне зависимости от сезона,
1,3088,2310. 9107. Привлечь к ответственности за складирование снега на детской площадке,,72,192,Зимний период,
1,3088,2310. 9099. Привелечь к ответственности за непринятие мер по удалению аварийных деревьев на детской площадке,,72,192,Вне зависимости от сезона,
1,3088,2310. 9100. Привлечь к ответственности за ненадлежащую уборку детской площадки от снега и наледи,,72,192,Зимний период,
1,3088,2310. 9102. Очистить площадку от снега и наледи,,24,72,Зимний период,
1,3088,2310. 9103. Привлечь к ответственности за ненадлежащую уборку детской площадки от мусора,,192,192,Вне зависимости от сезона,
1,3088,2310. 9106. Произвести удаление (опиловку) аварийных деревьев на площадке,,24,72,Вне зависимости от сезона,
1,3088,2311. 9114. Привлечь к ответственности за ненадлежащее состояние освещения на площадке,,72,192,Вне зависимости от сезона,
1,3088,2311. 9111. Привлечь к ответственности за ненадлежащее состояние покрытия площадки,,72,192,Вне зависимости от сезона,
1,3088,2311. 9113. Привлечь к ответственности за ненадлежащее состояние игровых элементов площадки,,72,192,Вне зависимости от сезона,
1,3088,2311. 9115. Привлечь к ответственности за ненадлежащее состояние ограждения площадки,,72,192,Вне зависимости от сезона,
1,3088,2311. 9110. Привлечь к ответственности за ненадлежащее состояние (отсутствие) информационного щита на площадке,,72,192,Вне зависимости от сезона,
1,3088,2311. 9112. Привлечь к ответственности за ненадлежащее состояние скамеек на площадке,,72,192,Вне зависимости от сезона,
1,3088,2311. 9116. Привлечь к ответственности за ненадлежащее состояние урн на площадке,,72,192,Вне зависимости от сезона,
1,3088,2312. 9117. Установить урны на площадке,,24,72,Вне зависимости от сезона,
1,3088,2312. 9123. Привести в надлежащее состояние ограждение площадки,,72,192,Вне зависимости от сезона,
1,3088,2312. 9125. Привести в надлежащее состояние игровые элементы площадки,,24,72,Вне зависимости от сезона,
1,3088,2312. 9118. Обеспечить обустройство (подключение) программно-технических комплексов видеонаблюдения на вновь открытых или реконструируемых д,,72,192,Вне зависимости от сезона,
1,3088,2312. 9122. Наполнить песочницу песком,,24,72,Вне зависимости от сезона,
1,3088,2312. 9119. Привести в надлежащее состояние (установить) информационный щит на площадке,,72,192,Вне зависимости от сезона,
1,3088,2312. 9121. Восстановить освещение на площадке,,24,72,Вне зависимости от сезона,
1,3088,2312. 9124. Привести в надлежащее состояние покрытие площадки,,72,192,Вне зависимости от сезона,
1,3088,2312. 9120. Привести в надлежащее состояние скамейки на площадке,,72,192,Вне зависимости от сезона,
1,3089,2313. 9128. Устранить нарушения технологии в ходе ремонта дороги,,72,192,Вне зависимости от сезона,Да
1,3089,2313. 9130. Отремонтировать участок дороги,,72,192,Вне зависимости от сезона,
1,3089,2313. 9127. Устранить недостатки выполненного ремонта дороги,,72,192,Вне зависимости от сезона,Да
1,3089,2313. 9129. Отремонтировать имеющуюся ливневую канализацию,,72,192,Вне зависимости от сезона,Да
1,3089,2313. 9126. Изменить тип покрытия дороги на асфальтобетон,,72,192,Вне зависимости от сезона,
1,3089,2313. 9131. Ускорить ремонт дороги,,72,192,Вне зависимости от сезона,
1,3089,2313. 9132. Укрепить обочину после ремонта дорожного полотна,,72,192,Вне зависимости от сезона,Да
1,3089,2314. 9142. Установить крышку на открытый люк,,24,192,Вне зависимости от сезона,Да
1,3089,2314. 9143. Вывезти снег с обочины дороги,,24,192,Вне зависимости от сезона,Да
1,3089,2314. 9141. Очистить ливневую канализацию,,24,192,Вне зависимости от сезона,Да
1,3089,"2314. 9135. Очистить дорогу от пыли, грязи и мусора",,8,192,Вне зависимости от сезона,Да
1,3089,2314. 9137. Устранить провал канализационного люка,,24,192,Вне зависимости от сезона,Да
1,3089,2314. 9133. Устранить разрушение обочины,,24,192,Вне зависимости от сезона,Да
1,3089,2314. 9139. Очистить дорогу от снега и наледи,,8,192,Вне зависимости от сезона,Да
1,3089,2314. 9136. Устранить подтопление автомобильной дороги,,8,192,Вне зависимости от сезона,Да
1,3089,2314. 9140. Устранить яму на дороге ,,24,192,Вне зависимости от сезона,Да
1,3089,2314. 9138. Убрать несанкционированную помеху движению,,24,192,Вне зависимости от сезона,Да
1,3089,2314. 9134. Убрать крупногабаритный мусор с дороги,,8,192,Вне зависимости от сезона,Да
1,3089,2315. 9144. Расширить дорогу,,24,192,Вне зависимости от сезона,
1,3089,2315. 9145. Построить новую ливневую канализацию,,24,192,Вне зависимости от сезона,
1,3089,2315. 9147. Сообщить об изъятии земельного участка для строительства дороги,,24,192,Вне зависимости от сезона,
1,3089,2315. 9146. Построить новую дорогу,,24,192,Вне зависимости от сезона,
1,3089,2316. 9152. Устранить повреждения опоры освещения,,24,192,Вне зависимости от сезона,Да
1,3089,2316. 9151. Построить новую линию освещения на участке дороги,,24,192,Вне зависимости от сезона,
1,3089,2316. 9148. Устранить повреждения провода освещения,,24,192,Вне зависимости от сезона,Да
1,3089,2316. 9150. Очистить опору освещения,,24,192,Вне зависимости от сезона,
1,3089,2316. 9149. Восстановить работу освещения на дороге,,24,192,Вне зависимости от сезона,Да
1,3089,2317. 9160. Очистить автобусную остановку от мусора и грязи,,24,24,Вне зависимости от сезона,Да
1,3089,2317. 9156. Очистить автобусную остановку от снега и наледи,,24,24,Зимний период,Да
1,3089,2317. 9157. Установка малых архитектурных форм (скамейка/урна),,24,192,Вне зависимости от сезона,
1,3089,2317. 9161. Установить остановочный павильон,,24,192,Вне зависимости от сезона,
1,3089,2317. 9155. Отремонтировать автобусную остановку,,24,192,Вне зависимости от сезона,Да
1,3089,2317. 9158. Разместить расписание движения транспорта,,24,192,Вне зависимости от сезона,
1,3089,2317. 9162. Ремонт малых архитектурных форм скамейка/урна,,24,192,Вне зависимости от сезона,
1,3089,2317. 9154. Оборудовать остановку для нужд маломобильных групп населения,,24,192,Вне зависимости от сезона,
1,3089,2317. 9159. Очистить остановочный павильон от несанкционированных объявлений/рекламы/граффити,,24,24,Вне зависимости от сезона,Да
1,3089,2317. 9153. Обустроить заездной карман,,24,192,Вне зависимости от сезона,
1,3089,2318. 9165. Устранить самозахват участка придорожной полосы,,24,192,Вне зависимости от сезона,
1,3089,2318. 9163. Убрать мусор с придорожной полосы,,24,192,Вне зависимости от сезона,Да
1,3089,"2318. 9164. Сообщить об ограничениях в использовании земельного участка, прилегающего к дороге",,24,192,Вне зависимости от сезона,
1,3089,2319. 9168. Очистить тротуар от грязи и мусора,,24,192,Вне зависимости от сезона,Да
1,3089,2319. 9169. Отремонтировать тротуар,,24,192,Вне зависимости от сезона,Да
1,3089,2319. 9166. Очистить троуар от снега и наледи,,24,24,Вне зависимости от сезона,Да
1,3089,2319. 9167. Оборудовать тротуар для маломобильных групп населения,,24,192,Вне зависимости от сезона,
1,3089,2319. 9170. Построить тротуар,,24,192,Вне зависимости от сезона,
1,3089,2320. 9171. Отремонтировать велодорожку,,24,192,Вне зависимости от сезона,Да
1,3089,2320. 9173. Обустроить велодорожку,,24,192,Вне зависимости от сезона,
1,3089,2320. 9172. Ликвидировать велодорожку,,24,192,Вне зависимости от сезона,
1,3089,2321. 9174. Очистить шумозащитный экран,,24,192,Вне зависимости от сезона,Да
1,3089,2321. 9175. Отремонтировать шумозащитный экран,,24,192,Вне зависимости от сезона,Да
1,3090,2344. 9236. Дать разъяснение о критериях очередности проведения капитального ремонта дома,,24,96,Вне зависимости от сезона,
1,3090,2344. 9237. Провести проверку качества капитального ремонта дома,,24,192,Вне зависимости от сезона,
1,3090,2344. 9235. Указать сроки проведения работ по капитальному ремонту в доме,,24,96,Вне зависимости от сезона,
1,3090,2345. 9238. Дать разъяснения о сроках наступления обязанности на уплату взносов на капремонт,,24,96,Вне зависимости от сезона,
1,3090,2345. 9241. Дать разъяснения о минимальном размере взносов на капремонт,,24,192,Вне зависимости от сезона,
1,3090,"2345. 9239. Дать разъяснения об агенте, уполномоченном на выставление платежных документов по уплате взносов на капремонт",,24,96,Вне зависимости от сезона,
1,3090,2345. 9240. Дать разъяснения о способе формирования фонда капремонта по дому,,24,96,Вне зависимости от сезона,
1,3091,"2346. 9246. Устранить неисправность фонарей наружного освещения на  проездах, улицах и площадях",,24,192,Вне зависимости от сезона,
1,3091,2346. 9244. Устранить неисправность фонарей наружного освещения в парках и скверах,,24,72,Вне зависимости от сезона,
1,3091,2346. 9245. Привлечь к ответственности за ненадлежащее содержание опор линии наружного освещения,,24,192,Вне зависимости от сезона,
1,3091,2346. 9243. Устранить неисправность фонарей наружного освещения на внутридворовой территории,,24,72,Вне зависимости от сезона,
1,3091,2346. 9247. Привести в надлежащее состояние опоры линии наружного освещения,,24,192,Вне зависимости от сезона,
1,3091,"2346. 9242. Привлечь к ответственности за неисправное состояние фонарей наружного освещения на  проездах, улицах и площадях",,24,192,Вне зависимости от сезона,
1,3092,2347. 9252. Подтвердить наличие оснований для размещения действующего автозаправочного комплекса на территории,,24,192,Вне зависимости от сезона,
1,3092,2347. 9249. Разъяснить причину роста цен на моторное топливо,,24,120,Вне зависимости от сезона,
1,3092,2347. 9253. Принять меры в связи с недоливом моторного топлива на автозаправочной станции,,24,120,Вне зависимости от сезона,
1,3092,2347. 9251. Принять меры в связи с заправкой некачественным моторным топливом на автозаправочной станции,,24,120,Вне зависимости от сезона,
1,3092,2347. 9250. Подтвердить наличие оснований для строительства нового автозаправочного комплекса,,24,192,Вне зависимости от сезона,
1,3092,2347. 9248. Принять меры в связи с Нарушением прав потребителей при заправке моторного топлива на объектах топливозаправочного комплекса,,24,120,Вне зависимости от сезона,
1,3092,2348. 9254. Установить электрозарядную станцию,,24,192,Вне зависимости от сезона,
1,3093,2349. 9255. Предоставить информацию о трудоустройстве в Администрацию,,24,96,Вне зависимости от сезона,
1,3093,2350. 9256. Принять меры в связи с действием/бездействием должностного лица,,24,96,Вне зависимости от сезона,
1,3093,2351. 9257. Рассмотреть предложения по развитию муниципальной структуры,,24,96,Вне зависимости от сезона,
1,3093,2352. 9259. Предоставить информацию о порядке записи на личный прием в Администрацию,,24,96,Вне зависимости от сезона,
1,3093,2352. 9258. Записать на личный прием в Администрацию,,24,96,Вне зависимости от сезона,
1,3093,2353. 9260. Объявить благодарность,,24,96,Вне зависимости от сезона,
1,3094,2354. 9264. Разъяснить порядок приема в школу,,24,96,Вне зависимости от сезона,
1,3094,2354. 9270. Оказать содействие в предоставлении места в 2-11 классы,,24,168,Вне зависимости от сезона,
1,3094,"2354. 9265. Разъяснить порядок зачисления в школу детей раннего возраста до 6,6 лет.",,24,96,Вне зависимости от сезона,
1,3094,"2354. 9267. Разъяснить порядок зачисления в школу детей раннего возраста позднего возраста от 6,6 до 8 лет.",,24,96,Вне зависимости от сезона,
1,3094,2354. 9261. Проверить правомерность зачисления в 1 класс,,24,168,Вне зависимости от сезона,
1,3094,2354. 9263. Проверить правомерность зачисления в профильный класс,,24,192,Вне зависимости от сезона,
1,3094,2354. 9266. Устранить технические проблемы в записи ребенка в школу на Портале госуслуг Московской области,,24,192,Вне зависимости от сезона,
1,3094,2354. 9268. Разъяснить порядок функционирования Школьного Портала Московской области,,24,96,Вне зависимости от сезона,
1,3094,2354. 9269. Оказать содействие в предоставлении места в 1 класс,,24,168,Вне зависимости от сезона,
1,3094,2354. 9262. Перевести ребенка в другую школу,,24,168,Вне зависимости от сезона,
1,3094,2355. 9281. Проверить качество преподавания отдельных предметов,,24,96,Вне зависимости от сезона,
1,3094,2355. 9271. Разъяснить порядок трудоустройства несовершеннолетних в летний период (трудовые бригады),,24,96,Вне зависимости от сезона,
1,3094,2355. 9274. Организовать необходимые условия для обучения ребенка с ограниченными возможностями здоровья,,24,168,Вне зависимости от сезона,
1,3094,2355. 9280. Разъяснить порядок перехода на семейную форму образования,,24,96,Вне зависимости от сезона,
1,3094,2355. 9278. Разъяснить порядок выплаты компенсации родителям за обучение детей в форме семейного образования,,24,96,Вне зависимости от сезона,
1,3094,"2355. 9279. Разъяснить порядок получении медали ""За особые успехи в учении""",,24,96,Вне зависимости от сезона,
1,3094,2355. 9275. Разъяснить порядок допуска детей к занятиям без прививок,,24,96,Вне зависимости от сезона,
1,3094,2355. 9282. Проверить реализацию образовательной программы,,24,96,Вне зависимости от сезона,
1,3094,2355. 9276. Разъяснить требования к школьной форме одежды,,24,96,Вне зависимости от сезона,
1,3094,"2355. 9284. Проверить получение бесплатных учебников, учебных пособий, в том числе рабочих тетрадей в школе",,24,168,Вне зависимости от сезона,
1,3094,2355. 9289. Разъяснить порядок предоставления целевого договора на обучение,,24,96,Вне зависимости от сезона,
1,3094,2355. 9273. Разъяснить порядок переноса сроков  каникул,,24,96,Вне зависимости от сезона,
1,3094,2355. 9287. Проверить качество подготовки обучающихся установленным требованиям,,24,96,Вне зависимости от сезона,
1,3094,2355. 9286. Проверить своевременное ознакомление родителей с оценками успеваемости,,24,96,Вне зависимости от сезона,
1,3094,2355. 9283. Разъяснить порядок организации обучения в режиме двух смен,,24,96,Вне зависимости от сезона,
1,3094,"2355. 9285. Отчислить обучающегося, нарушающего правила поведения в школе",,24,96,Вне зависимости от сезона,
1,3094,2355. 9277. Разъяснить порядок предоставления мест в группе продленного дня,,24,96,Вне зависимости от сезона,
1,3094,2355. 9288. Разъяснить порядок закрытия классов (ОУ) на карантинные мероприятия,,24,96,Вне зависимости от сезона,
1,3094,2355. 9272. Разъяснить порядок медицинских осмотров учащихся ОУ,,24,96,Вне зависимости от сезона,
1,3094,2356. 9296. Разрешить конфликтную ситуацию  педагог/педагог,,24,96,Вне зависимости от сезона,
1,3094,2356. 9297. Привлечь к ответственности педагогического работника за не исполнение/недобросовестное исполнение служебных обязанностей,,24,168,Вне зависимости от сезона,
1,3094,2356. 9290. Разрешить конфликтную ситуацию  ученик/педагог,,24,96,Вне зависимости от сезона,
1,3094,2356. 9295. Разрешить конфликтную ситуацию  родитель/педагог,,24,96,Вне зависимости от сезона,
1,3094,2356. 9291. Привлечь к ответственности технический персонал за не исполнение/недобросовестное исполнение служебных обязанностей,,24,168,Вне зависимости от сезона,
1,3094,2356. 9298. Разрешить конфликтную ситуацию ученик/ученик,,24,96,Вне зависимости от сезона,
1,3094,2356. 9293. Разрешить конфликтную ситуацию сотрудник/администрация,,24,96,Вне зависимости от сезона,
1,3094,2356. 9294. Привлечь директора к ответственности за не исполнение/недобросовестное исполнение служебных обязанностей,,24,168,Вне зависимости от сезона,
1,3094,2356. 9292. Разрешить конфликтную ситуацию  директор/педагог,,24,96,Вне зависимости от сезона,
1,3094,"2357. 9299. Проверить правомерность использования средств бюджета Московской области, выделенных на частичную компенсацию стоимости питания",,24,168,Вне зависимости от сезона,
1,3094,2357. 9300. Устранить нарушения в организации питания,,24,168,Вне зависимости от сезона,
1,3094,2357. 9302. Проверить соблюдение СаНПиН в пищеблоке,,24,168,Вне зависимости от сезона,
1,3094,2357. 9301. Разъяснить порядок частичной компенсации стоимости питания отдельным категориям обучающихся в муниципальных школах за счет средс,,24,96,Вне зависимости от сезона,
1,3094,2357. 9303. Проверить качество продуктов питания,,24,168,Вне зависимости от сезона,
1,3094,2358. 9306. Разъяснить порядок ликвидации образовательных организации.,,24,96,Вне зависимости от сезона,
1,3094,2358. 9307. Разъяснить порядок предоставления лицензии на осуществление образовательной деятельности,,24,96,Вне зависимости от сезона,
1,3094,2358. 9304. Разъяснить порядок создания образовательных организации.,,24,96,Вне зависимости от сезона,
1,3094,2358. 9305. Проверить соблюдение лицензионных требований,,24,192,Вне зависимости от сезона,
1,3094,2358. 9308. Разъяснить порядок реорганизации образовательных организации.,,24,96,Вне зависимости от сезона,
1,3094,2359. 9317. Разъяснить возможности ЕАИС ОКО для родителей,,24,96,Вне зависимости от сезона,
1,3094,2359. 9323. Разъяснить возможности ЕАИС ОКО для учеников,,24,96,Вне зависимости от сезона,
1,3094,2359. 9318. Разъяснить возможности ЕАИС ОКО для преподавателей,,24,96,Вне зависимости от сезона,
1,3094,2359. 9321. Принять меры в связи с нарушением порядка проведения ЕГЭ,,24,168,Вне зависимости от сезона,
1,3094,2359. 9320. Разъяснить порядок признания ОВЗ у учащегося общеобразовательного учреждения,,24,96,Вне зависимости от сезона,
1,3094,"2359. 9313. Разъяснить порядок проведения оценочных процедур качества образования (РДР, ВПР и пр.)",,24,96,Вне зависимости от сезона,
1,3094,2359. 9309. Разъяснить порядок проведения итогового сочинения (изложения),,24,96,Вне зависимости от сезона,
1,3094,"2359. 9322. Проинформировать о порядке подачи и рассмотрения апелляций (несогласия) по результатам ОГЭ,ЕГЭ, ГИА, итогового собеседования, ит",,24,96,Вне зависимости от сезона,
1,3094,"2359. 9314. Разъяснить порядок выплаты компенсации (единовременной выплаты) педагогам и работникам, привлекаемым к подготовке и проведению Г",,24,96,Вне зависимости от сезона,
1,3094,"2359. 9319. Изменить перечень предметов для сдачи ОГЭ,ЕГЭ,ГИА",,24,96,Вне зависимости от сезона,
1,3094,2359. 9316. Принять меры в связи с нарушением порядка проведения ГВЭ,,24,96,Вне зависимости от сезона,
1,3094,"2359. 9315. Проинформировать о местах и сроках  ознакомления с результатами ОГЭ,ЕГЭ,ГИА, итогового собеседования, итогового сочинения (излож",,24,96,Вне зависимости от сезона,
1,3094,2359. 9324. Принять меры в связи с нарушением  порядка проведения ОГЭ,,24,192,Вне зависимости от сезона,
1,3094,2359. 9310. Разъяснить порядок проведения  итогового собеседования,,24,96,Вне зависимости от сезона,
1,3094,"2359. 9312. Разъяснить порядок проведения ОГЭ,ЕГЭ, ГИА, итогового собеседования, итогового сочинения (изложения)",,24,96,Вне зависимости от сезона,
1,3094,"2359. 9311. Разъяснить сроки и места  подачи заявления на прохождение ОГЭ,ЕГЭ, ГИА, итогового собеседования, итогового сочинения (изложения)",,24,96,Вне зависимости от сезона,
1,3094,2360. 9325. Проверить  законность предоставления платных услуг,,24,168,Вне зависимости от сезона,
1,3094,2361. 9326. Проверить законность сбора денег в учреждении,,24,168,Вне зависимости от сезона,
1,3094,2362. 9331. Разъяснить  порядок трудоустройства в учреждение образования,,24,96,Вне зависимости от сезона,
1,3094,2362. 9330. Разъяснить порядок участия в социальной ипотеке,,24,96,Вне зависимости от сезона,
1,3094,2362. 9328. Разъяснить порядок  социальной поддержки молодых педагогов,,24,168,Вне зависимости от сезона,
