id,guid,name,gzhi_guid
67,357CB4DA-BB06-11E7-9583-B5CD11EEAB0E,ЖСК «Фортуна-2»,357CB4DA-BB06-11E7-9583-B5CD11EEAB0E
68,355A668C-BB06-11E7-9583-B5CD11EEAB0E,ЖСК «Горизонт»,355A668C-BB06-11E7-9583-B5CD11EEAB0E
69,357DB04C-BB06-11E7-9583-B5CD11EEAB0E,ЖСК «Фортуна-3»,357DB04C-BB06-11E7-9583-B5CD11EEAB0E
70,358701C4-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Виктория»,358701C4-BB06-11E7-9583-B5CD11EEAB0E
71,358B1ED0-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «На Лесной»,358B1ED0-BB06-11E7-9583-B5CD11EEAB0E
72,3587EAF8-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Горельники-6»,3587EAF8-BB06-11E7-9583-B5CD11EEAB0E
73,358F7872-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Жуковского-9»,358F7872-BB06-11E7-9583-B5CD11EEAB0E
74,,ТСЖ «Атлант»,
75,3D39203C-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Жуковского 18»,3D39203C-BB06-11E7-9583-B5CD11EEAB0E
76,,ТСЖ «М-ЧС»,
77,3D81AC08-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Маяк»,3D81AC08-BB06-11E7-9583-B5CD11EEAB0E
78,358FE17C-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «ул.Люберецкая д.4»,358FE17C-BB06-11E7-9583-B5CD11EEAB0E
79,35896C5C-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Космос-11»,35896C5C-BB06-11E7-9583-B5CD11EEAB0E
80,358C8EB4-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Пилот»,358C8EB4-BB06-11E7-9583-B5CD11EEAB0E
81,,ТСЖ «Гарант»,
82,358C2546-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Надежда»,358C2546-BB06-11E7-9583-B5CD11EEAB0E
83,3590C146-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Чкалова-41»,3590C146-BB06-11E7-9583-B5CD11EEAB0E
84,358D07A4-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Серова 9»,358D07A4-BB06-11E7-9583-B5CD11EEAB0E
85,358855C4-BB06-11E7-9583-B5CD11EEAB0E,ТСЖ «Горького-5»,358855C4-BB06-11E7-9583-B5CD11EEAB0E
86,,ТСЖ Мой дом,
87,,Я_Газовая служба ТЕСТ,
88,,Теплоцентраль ЖКХ ЖЭУ-1,
94,,"ТЦ-ЖКХ, ЖЭУ-7",
97,356AC1D0-BB06-11E7-9583-B5CD11EEAB0E,"ГУП МО ""Мособлгаз"" (Жуковский)",356AC1D0-BB06-11E7-9583-B5CD11EEAB0E
99,3553DD44-BB06-11E7-9583-B5CD11EEAB0E,"МП ""ТЕПЛОЦЕНТРАЛЬ"" (Жук.)",3553DD44-BB06-11E7-9583-B5CD11EEAB0E
100,3556B26C-BB06-11E7-9583-B5CD11EEAB0E,ООО «Канал – Сервис» (Жук.),3556B26C-BB06-11E7-9583-B5CD11EEAB0E
101,,Тестовая УО,
102,,"ООО ""СК ""Энергострой""",
103,,"АО Фирма ""ЛИФТРЕМОНТ""",
104,,"ООО ""Экосервис"" (Жук.)",
105,,"МУ ""ЖАСО""",
106,,"МП ""ИНЖТЕХСЕРВИС"" (Жук.)",
108,3E3C256A-BB06-11E7-9583-B5CD11EEAB0E,"ДП Жуковского ПАО ""МОЭСК""",3E3C256A-BB06-11E7-9583-B5CD11EEAB0E
109,3566B658-BB06-11E7-9583-B5CD11EEAB0E,"АО ""Мосэнергосбыт"" (Жуковский)",3566B658-BB06-11E7-9583-B5CD11EEAB0E
110,,"ООО ""Мособлеирц""",
111,43AFE716-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""ЕИРЦ Г. Жуковского""",43AFE716-BB06-11E7-9583-B5CD11EEAB0E
112,,"ООО ПК ""Экология"" (Жук.)",
113,41C5D0A0-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""УК ""ВЕЛЕС""",41C5D0A0-BB06-11E7-9583-B5CD11EEAB0E
114,,"ООО ""ЖДРСУ"" (Жук.)",
116,3D185BC2-BB06-11E7-9583-B5CD11EEAB0E,Администрация ЕДС,3D185BC2-BB06-11E7-9583-B5CD11EEAB0E
117,3D185BC2-BB06-11E7-9583-B5CD11EEAB0E,УЖКХ г. Жуковский,3D185BC2-BB06-11E7-9583-B5CD11EEAB0E
118,41F0E538-BB06-11E7-9583-B5CD11EEAB0E,"АО ""УК ""БУРЕВЕСТНИК"" (Жук.)",41F0E538-BB06-11E7-9583-B5CD11EEAB0E
119,,Управление ЕИРЦ «Жуковский»,
120,,МФЦ ЕИРЦ г.Жуковский,
124,,ТСЖ Серова 8,
126,,ЕДДС/ЦОВ-112 (Жук.),
139,,"МБУ ""СиБ"" (Рам.)",
140,,"МБУ ""Рамавтодор""",
154,,ЕДС Жуковский,
155,,ЕДС Раменское,
171,,"ООО ""СГ ИНФИНИТИ"" (Рам.)",
172,,"ОАО ""ОДЖКХ""",
173,,ОДЖКХ ЖЭУ-1,
174,,ОДЖКХ ЖЭУ-2,
175,,ОДЖКХ ЖЭУ-3,
176,,ОДЖКХ ЖЭУ-4,
177,,ОДЖКХ ЖЭУ-5,
178,,ОДЖКХ ЖЭУ-6,
179,,ОДЖКХ ЖЭУ-7,
182,,"МБУ ""Пушгорхоз""",
187,,"ГУК ""Веста"" (Рам.)",
192,,"ООО ""Теплоцентраль-ЖКХ""",
194,,Водоканал Пушкинского района,
195,,Демо УО,
196,,Администрация Островецкого с.п. (Рам.),
197,3777368E-BB06-11E7-9583-B5CD11EEAB0E,"АО ""Ульянинская УК"" (Рам.)",3777368E-BB06-11E7-9583-B5CD11EEAB0E
198,нужно скачать с едс.мосрег или с ЕИАС,"ООО МЖК ""Эврика"" (Жук.)",
199,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""Адамант"" (Рам.)",
201,,УК Раменская (демо),
202,,УК Раменская ЖЭУ-1,
203,,УК Раменская ЖЭУ-2,
204,,Раменский Водоканал,
205,,Раменская Теплосеть,
206,,МБУ Благоустройство,
212,,УК МБУ,
213,,"ООО ""Содержание, Эксплуатация и Ремонт"" (Дзерж.)",
214,,"Дзержинское МУП ""ЭКПО""",
215,нужно скачать с едс.мосрег или с ЕИАС,"УК ""Зеленый город"" (Рам.)",
216,,"ООО ""ССП""",
217,,"УК ""Статус""",
218,,"ООО ""УК Вифанские пруды""",
219,,"ООО ""СП ЖЭК""",
220,,"МУП ""Сергиево-Посадские тепловые сети""",
221,,"ООО ""Феникс""",
223,,Тестовый ЭУ-1,
227,,"ООО ""Гигабит-Сервис""",
228,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""Балекрус"" (Жук.)",
230,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""УК ""Корус"" (Жук.)",
231,,ЖЭУ-5,
232,нужно скачать с едс.мосрег или с ЕИАС,ООО «МОИС Эксплуатация» (Рам.),
235,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""Сафоновская УК"" (Рам.)",
249,,Аварийная служба,
252,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""Наш Дом"" (Рам.)",
257,,"ООО ""УК Приоритет Богородского Г.О.""",
258,,"ООО ""Веста""",
260,,"ООО ""Ресурсы""",
262,,"ООО ""Наш дом""",
263,,"ООО ""Турион""",
264,,"МБУ ""Эксжил""",
265,,"ООО ""УК Евростандарт""",
266,,"ООО ""УК Ямкино-Мамонтово""",
267,,"ООО УК ""Дом-Сервис""",
268,,"ООО ""Уютный дом""",
269,,"ООО ""УК Экосервис""",
270,,"ООО ""Горизонт""",
271,,"ООО ""УК ""Полёт""",
272,,"ООО ""МастерДом""",
273,,"ООО ""Жилфонд""",
274,,"ООО ""УК Комфорт""",
275,,"ТСЖ ""Московская 4/6""",
276,,"ОАО ""НПТО ЖКХ""",
277,,"ООО""БКС""",
278,,"ОАО ""НКС""",
279,,"ООО ""Фаворит-Сервис""",
280,,"ОАО ""НОЗМП""",
281,,"БФ АО ""НПО ""Прибор""",
282,,"ЗАО ""РТИ""",
283,,"ООО ""Источник""",
284,,"ООО ""Экостандарт""",
285,,"ООО ""КТС""",
286,,"АО ""22 БТРЗ""",
287,,"""РТРС"" ""МРЦ"" Радиоцентр № 9",
288,,"ОАО ""РЖД""",
289,,"ОАО ""Караваево""",
290,,"ОАО ""БЭЗ""",
291,,"ПАО ""Ногинсктрастинвест""",
292,,ГКУЗ ТКБ № 3 ДЗМ,
293,,"ГУП МО ""КСМО"" ""НРСВ""",
294,,"филиал ГУП МО ""КСМО"" ""Ногинский водоканал""",
295,,"АО ""БЭС""",
296,,"филиал ГУП МО ""МосОблГаз"" ""Ногинскмежрайгаз""",
297,,"ООО ""ПМК-90""",
298,,"ООО ""ГИС""",
299,,"ООО ""ГорСвет""",
300,,"ПАО ""Мосэнергосбыт""",
302,,"ООО ""Митол-Восток""",
303,,ФГКУ Ногинский СЦ МЧС России,
304,,"ООО ""ГеБо""",
305,,"ООО ""Флекс""",
306,,"ООО ""МосОблСервис""",
307,,"ЧОП ""Уран-СБ""",
308,,"ООО ""Экопром-Н""",
309,,"ООО ""Хартия""",
310,,"МБУ ""Благосфера""",
311,,"ОАО ""Ногинский Хлебокомбинат""",
312,,"ООО ""Перспектива-ЭЛ""",
313,,Жуковский МЦУР,
314,,"УК ООО ""Капитал-Инвест"" (Рам.)",
317,,ДЭП-19,
338,,"ФКУ ""Центравтомагистраль""",
348,,"Территориальное управление ""Буньково""",
349,,"Территориальное управление ""Обухово""",
350,,"Территориальное управление ""Старая Купавна""",
351,,"Территориальное управление ""Электроугли""",
352,,"Территориальное управление ""Ямкино-Мамонтово""",
353,,ЦУР,
354,,Отдел по надзору за бездомными животными,
355,,"Администрация г.о. Жуковский, Отдел по работе с обращениями граждан",
356,,"ООО  ""ЖилСервис""",
357,,Котельная ЖБИ -1,
358,,ЕДДС 112 Раменское,
359,,"ООО ""Наш город""",
360,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""Управляющая компания"" (Рам.)",
361,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""ПРОФ КЛИНИНГ"" (Рам.)",
362,нужно скачать с едс.мосрег или с ЕИАС,ЦАГИ им. Н.Е.Жуковского,
363,,МДОУ Д/С №1,
364,,Управление образования (Жук.),
365,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""МЖК Сервис"" (Жук.)",
366,,ЖСК_ТСЖ_ТСН_(Жук.),
367,нужно скачать с едс.мосрег или с ЕИАС,"ООО ""АЛЕКРУС"" (Рам.)",
368,,МДОУ Д/С № 3,
369,,"ПАО ""МОЭСК""",
370,,"""Люблинские РЖД""",
371,,"ООО ""КЭК""",
372,,"ООО ""Панорама-Сервис""",
373,нужно скачать с едс.мосрег или с ЕИАС,ООО «ОРБИС» ( Рам.),
374,,"ОАО ""Оборонэнерго""",
