id,guid,name,gzhi_guid
183,3774E122-BB06-11E7-9583-B5CD11EEAB0E,"АО ""Ильинская УК""",3774E122-BB06-11E7-9583-B5CD11EEAB0E
184,377CD4B8-BB06-11E7-9583-B5CD11EEAB0E,АО Чулковская УК,377CD4B8-BB06-11E7-9583-B5CD11EEAB0E
185,377CD4B8-BB06-11E7-9583-B5CD11EEAB0E,"Чулковская УК, ЖЭУ Костантиново",377CD4B8-BB06-11E7-9583-B5CD11EEAB0E
186,377CD4B8-BB06-11E7-9583-B5CD11EEAB0E,"Чулковская УК, ЖЭУ РАОС-Софьино-Тимонино",377CD4B8-BB06-11E7-9583-B5CD11EEAB0E
187,,"ГУК ""Веста""",
188,37842F1A-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Веста-Сервис""",37842F1A-BB06-11E7-9583-B5CD11EEAB0E
189,37848906-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Веста-Уют""",37848906-BB06-11E7-9583-B5CD11EEAB0E
190,3783BD82-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Веста-Комфорт""",3783BD82-BB06-11E7-9583-B5CD11EEAB0E
191,3CFBB24C-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Веста-Прогресс""",3CFBB24C-BB06-11E7-9583-B5CD11EEAB0E
192,,"ООО ""Теплоцентраль-ЖКХ""",
193,377AA1B6-BB06-11E7-9583-B5CD11EEAB0E,"АО ""Раменская УК""",377AA1B6-BB06-11E7-9583-B5CD11EEAB0E
194,,Водоканал Пушкинского района,
195,,Демо УО,
196,,Администрация Островецкого с.п.,
197,,"АО ""Ульянинская УК""",
198,,"ООО МЖК ""Эврика""",
199,,"ООО ""Адамант""",
200,3782DFB6-BB06-11E7-9583-B5CD11EEAB0E,Администрация Раменского р-на,3782DFB6-BB06-11E7-9583-B5CD11EEAB0E
201,,УК Раменская (демо),
202,,УК Раменская ЖЭУ-1,
203,,УК Раменская ЖЭУ-2,
204,,Раменский Водоканал,
205,,Раменская Теплосеть,
206,,МБУ Благоустройство,
207,5462cced-2d2e-4cc9-bb27-b499171473d3,"ООО ""ЭкоЛайн-Воскресенск"" (Раменское)",5462cced-2d2e-4cc9-bb27-b499171473d3
208,5462cced-2d2e-4cc9-bb27-b499171473d3,"ООО ""ЭкоЛайн-Воскресенск"" (Жуковский)",5462cced-2d2e-4cc9-bb27-b499171473d3
209,37826B62-BB06-11E7-9583-B5CD11EEAB0E,"ООО ПУЖКХ ""Островецкое""",37826B62-BB06-11E7-9583-B5CD11EEAB0E
210,37812E14-BB06-11E7-9583-B5CD11EEAB0E,"ООО ПУЖКХ ""Островецкое плюс""",37812E14-BB06-11E7-9583-B5CD11EEAB0E
211,3C167C0E-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Островецкое сервис""",3C167C0E-BB06-11E7-9583-B5CD11EEAB0E
212,,УК МБУ,
213,,"ООО ""Содержание, Эксплуатация и Ремонт""",
214,,"Дзержинское МУП ""ЭКПО""",
215,,"Группа Управляющих Компаний ""Зеленый город""",
216,,"ООО ""ССП""",
217,,"УК ""Статус""",
218,,"ООО ""УК Вифанские пруды""",
219,,"ООО ""СП ЖЭК""",
220,,"МУП ""Сергиево-Посадские тепловые сети""",
221,,"ООО ""Феникс""",
222,37880252-BB06-11E7-9583-B5CD11EEAB0E,УК Восход-15 (ГО),37880252-BB06-11E7-9583-B5CD11EEAB0E
223,,Тестовый ЭУ-1,
224,37880252-BB06-11E7-9583-B5CD11EEAB0E,Восход-15_ЭУ-1,37880252-BB06-11E7-9583-B5CD11EEAB0E
225,37880252-BB06-11E7-9583-B5CD11EEAB0E,Восход-15_ЭУ-2,37880252-BB06-11E7-9583-B5CD11EEAB0E
226,37880252-BB06-11E7-9583-B5CD11EEAB0E,Восход-15_ЭУ-3,37880252-BB06-11E7-9583-B5CD11EEAB0E
227,,"ООО ""Гигабит-Сервис""",
228,,"ООО ""Балекрус Жуковский""",
229,c9895f3b-9650-475f-90e0-036208f0345f,"ООО ""Галант""",c9895f3b-9650-475f-90e0-036208f0345f
230,,"ООО ""УК ""Корус""",
231,,ЖЭУ-5,
232,,ООО «МОИС Эксплуатация»,
233,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,УК Наукоград,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
234,37880252-BB06-11E7-9583-B5CD11EEAB0E,ООО «УК Восход-15»,37880252-BB06-11E7-9583-B5CD11EEAB0E
235,,"ООО ""Сафоновская УК""",
236,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-01,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
237,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-07,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
238,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-02,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
239,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-03,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
240,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-04,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
241,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-05,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
242,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-06,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
243,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-08,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
244,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-09,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
245,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград БУ-10,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
246,3C2F5E2C-BB06-11E7-9583-B5CD11EEAB0E,Заболотьевская УК,3C2F5E2C-BB06-11E7-9583-B5CD11EEAB0E
247,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград (ВД),357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
248,5c37f027-41b2-4b48-9818-8d6c093d5d92,МБУ-Э,5c37f027-41b2-4b48-9818-8d6c093d5d92
249,,Аварийная служба,
250,3E702C02-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Кузнецовская УК""",3E702C02-BB06-11E7-9583-B5CD11EEAB0E
251,357E84EA-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Балекс""",357E84EA-BB06-11E7-9583-B5CD11EEAB0E
252,,"ООО ""Наш Дом""",
253,5462cced-2d2e-4cc9-bb27-b499171473d3,Региональный оператор ЭкоЛайн,5462cced-2d2e-4cc9-bb27-b499171473d3
254,357EF0C4-BB06-11E7-9583-B5CD11EEAB0E,Наукоград (ЭС),357EF0C4-BB06-11E7-9583-B5CD11EEAB0E
255,3902BB54-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""УК Бисерово Сервис""",3902BB54-BB06-11E7-9583-B5CD11EEAB0E
256,41C93B50-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Зеленый двор""",41C93B50-BB06-11E7-9583-B5CD11EEAB0E
257,,"ООО ""УК Приоритет Богородского Г.О.""",
258,,"ООО ""Веста""",
259,f15e258e-ee33-4442-883f-103b08535b68,"МУП ""УМКД Богородского городского округа""",f15e258e-ee33-4442-883f-103b08535b68
260,,"ООО ""Ресурсы""",
261,3C2750C4-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""УК Богородская""",3C2750C4-BB06-11E7-9583-B5CD11EEAB0E
262,,"ООО ""Наш дом""",
263,,"ООО ""Турион""",
264,,"МБУ ""Эксжил""",
265,,"ООО ""УК Евростандарт""",
266,,"ООО ""УК Ямкино-Мамонтово""",
267,,"ООО УК ""Дом-Сервис""",
268,,"ООО ""Уютный дом""",
269,,"ООО ""УК Экосервис""",
270,,"ООО ""Горизонт""",
271,,"ООО ""УК ""Полёт""",
272,,"ООО ""МастерДом""",
273,,"ООО ""Жилфонд""",
274,,"ООО ""УК Комфорт""",
275,,"ТСЖ ""Московская 4/6""",
276,,"ОАО ""НПТО ЖКХ""",
277,,"ООО""БКС""",
278,,"ОАО ""НКС""",
279,,"ООО ""Фаворит-Сервис""",
280,,"ОАО ""НОЗМП""",
281,,"БФ АО ""НПО ""Прибор""",
282,,"ЗАО ""РТИ""",
283,,"ООО ""Источник""",
284,,"ООО ""Экостандарт""",
285,,"ООО ""КТС""",
286,,"АО ""22 БТРЗ""",
287,,"""РТРС"" ""МРЦ"" Радиоцентр № 9",
288,,"ОАО ""РЖД""",
289,,"ОАО ""Караваево""",
290,,"ОАО ""БЭЗ""",
291,,"ПАО ""Ногинсктрастинвест""",
292,,ГКУЗ ТКБ № 3 ДЗМ,
293,,"ГУП МО ""КСМО"" ""НРСВ""",
294,,"филиал ГУП МО ""КСМО"" ""Ногинский водоканал""",
295,,"АО ""БЭС""",
296,,"филиал ГУП МО ""МосОблГаз"" ""Ногинскмежрайгаз""",
297,,"ООО ""ПМК-90""",
298,,"ООО ""ГИС""",
299,,"ООО ""ГорСвет""",
300,,"ПАО ""Мосэнергосбыт""",
301,36B84472-BB06-11E7-9583-B5CD11EEAB0E,"ООО ""Митол-Богородск""",36B84472-BB06-11E7-9583-B5CD11EEAB0E
302,,"ООО ""Митол-Восток""",
303,,ФГКУ Ногинский СЦ МЧС России,
304,,"ООО ""ГеБо""",
305,,"ООО ""Флекс""",
306,,"ООО ""МосОблСервис""",
307,,"ЧОП ""Уран-СБ""",
308,,"ООО ""Экопром-Н""",
309,,"ООО ""Хартия""",
310,,"МБУ ""Благосфера""",
311,,"ОАО ""Ногинский Хлебокомбинат""",
312,,"ООО ""Перспектива-ЭЛ""",
313,,Жуковский МЦУР - ГЖИ и МинБлаго,
314,,"УК ООО ""Капитал-Инвест""",
315,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Богородского городского округа,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
316,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация отдел дорожного хозяйства,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
317,,ДЭП-19,
318,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация дорожный отдел,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
319,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация дорожный отдел 1,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
320,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,"Администрация Архитектура, дольщики",31830ED8-BB06-11E7-9583-B5CD11EEAB0E
321,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Спорт,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
322,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Образование,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
323,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Оразование зам,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
324,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Культура,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
325,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,"Администрация Несовершеннолетние, соц. защита, здравоохранение",31830ED8-BB06-11E7-9583-B5CD11EEAB0E
326,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Капитальное строительство,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
327,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Сельское хозяйство,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
328,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Реклама,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
329,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация отдел ЖКХ (кап. ремонт),31830ED8-BB06-11E7-9583-B5CD11EEAB0E
330,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Региональная безопасность,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
331,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Транспортный отдел,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
332,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Экология,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
333,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Земельно-имущественные отношения,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
334,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Управление имуществом,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
335,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация МФЦ,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
336,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Благоустройство,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
337,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Отдел ЖКХ,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
338,,"ФКУ ""Центравтомагистраль""",
339,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,администрация охотничье сообщество (СББЖ),31830ED8-BB06-11E7-9583-B5CD11EEAB0E
340,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация ЖКХ Капитальный ремонт,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
341,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,"Администрация Спорт, образование, культура",31830ED8-BB06-11E7-9583-B5CD11EEAB0E
342,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Отдел по надзору за бездомными животными,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
343,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Отдел розничной торговли,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
344,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Отдел ЖКХ (тарифы),31830ED8-BB06-11E7-9583-B5CD11EEAB0E
345,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Асфальтирование дворовой территории,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
346,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,Администрация Погребение и похоронное дело,31830ED8-BB06-11E7-9583-B5CD11EEAB0E
347,31830ED8-BB06-11E7-9583-B5CD11EEAB0E,"Администрация ЖКХ контроль Добродел, ЕДС, ГЖИ",31830ED8-BB06-11E7-9583-B5CD11EEAB0E
